Case_ID,Application_Date,Decision_Date,Processing_Days,Visa_Type,Visa_Class,Applicant_Age,Gender,Applicant_Country,Visa_Country,Processing_Center,Case_Status,Application_Month
C-100030,2020-10-02,2020-11-06,35.0,Tourist,Tourist Visa,28.0,Male,Pakistan,New Zealand,Pakistan_Main_Center,Approved,October
C-100031,2021-06-12,2021-07-06,24.0,Tourist,Visitor Subclass 600,56.0,Male,Philippines,UK,Manila_Center,Approved,June
C-100032,2020-11-15,2020-12-19,34.0,Tourist,B2,34.0,Female,Thailand,Canada,Thailand_Main_Center,Denied,November
C-100033,2024-06-01,2024-07-20,49.0,Tourist,Tourist Visa,46.0,Other,Canada,Singapore,Toronto_Center,Approved,June
C-100034,2020-12-06,2021-01-12,37.0,Tourist,Tourist Visa,61.0,Female,Colombia,France,Colombia_Main_Center,Denied,December
C-100035,2023-09-16,2023-11-19,64.0,Student,Study Permit,26.0,Male,Pakistan,Australia,Pakistan_Main_Center,Approved,September
C-100036,2020-08-14,2024-02-26,36.0,Tourist,Tourist Visa,64.0,Male,Thailand,Singapore,Thailand_Main_Center,Pending,August
C-100037,2023-10-13,2023-11-15,33.0,Tourist,B2,53.0,Other,Egypt,New Zealand,Egypt_Main_Center,Approved,October
C-100038,2020-07-01,2024-02-26,36.0,Student,F1,25.0,Female,Spain,Netherlands,Spain_Main_Center,Pending,July
C-100039,2023-08-06,2023-09-05,30.0,Business,Business Visitor,34.0,Female,Canada,France,Montreal_Center,Approved,August
C-100040,2023-10-31,2024-05-26,208.0,Family,Partner Visa,24.0,Female,Egypt,Australia,Egypt_Main_Center,Approved,October
C-100041,2020-06-09,2024-02-26,36.0,Tourist,Visitor Subclass 600,21.0,Female,Iran,Switzerland,Iran_Main_Center,Pending,June
C-100042,2020-01-27,2020-06-09,134.0,Work,Skilled Worker,29.0,Male,Vietnam,Canada,Vietnam_Main_Center,Approved,January
C-100043,2023-03-01,2023-03-31,30.0,Tourist,Schengen Tourist,53.0,Male,Peru,France,Peru_Main_Center,Approved,March
C-100044,2023-04-23,2023-05-24,31.0,Tourist,Schengen Tourist,59.0,Other,Colombia,France,Colombia_Main_Center,Approved,April
C-100045,2020-07-16,2020-08-18,33.0,Tourist,Visitor Subclass 600,25.0,Other,Brazil,Switzerland,Brasilia_Center,Approved,July
C-100046,2020-10-31,2020-12-08,38.0,Tourist,Tourist Visa,74.0,Other,Germany,New Zealand,Frankfurt_Center,Approved,October
C-100047,2024-06-14,2024-08-25,72.0,Student,M1,23.0,Male,Mexico,Germany,Juarez_Center,Approved,June
C-100048,2020-09-22,2020-09-26,4.0,Student,Student Tier 4,29.0,Other,South Korea,Netherlands,South Korea_Main_Center,Approved,September
C-100049,2024-02-15,2024-02-26,11.0,Business,Schengen Business,59.0,Male,Peru,Netherlands,Peru_Main_Center,Approved,February
C-100050,2021-09-07,2024-02-26,36.0,Family,Family Reunion,70.0,Male,Pakistan,Switzerland,Pakistan_Main_Center,Pending,September
C-100051,2022-10-06,2022-11-06,31.0,Tourist,Tourist Visa,60.0,Other,Nigeria,Germany,Nigeria_Main_Center,Approved,October
C-100052,2023-12-28,2024-03-06,69.0,Student,Study Permit,26.0,Other,Spain,USA,Spain_Main_Center,Approved,December
C-100053,2023-01-11,2023-02-17,37.0,Student,Study Permit,25.0,Female,Canada,UK,Toronto_Center,Approved,January
C-100054,2023-10-22,2024-02-26,36.0,Work,Skilled Worker,52.0,Female,France,Germany,France_Main_Center,Pending,October
C-100055,2023-02-27,2023-03-16,17.0,Business,Schengen Business,62.0,Female,Brazil,Germany,Sao Paulo_Center,Denied,February
C-100056,2024-06-14,2024-09-25,103.0,Work,Employment Pass,60.0,Female,Russia,Australia,Russia_Main_Center,Approved,June
C-100057,2024-10-14,2024-12-04,51.0,Student,Student Tier 4,23.0,Other,Peru,Singapore,Peru_Main_Center,Approved,October
C-100058,2021-01-15,2021-02-20,36.0,Student,Student Tier 4,30.0,Female,Thailand,New Zealand,Thailand_Main_Center,Unknown,January
C-100059,2020-02-26,2020-03-19,22.0,Business,B1,39.0,Female,Canada,Singapore,Vancouver_Center,Approved,February
C-100060,2023-06-03,2023-07-05,32.0,Business,Business Visitor,69.0,Male,UK,Singapore,London_Center,Approved,June
C-100061,2024-06-24,2024-02-26,36.0,Student,F1,20.0,Other,Pakistan,UAE,Pakistan_Main_Center,Pending,June
C-100062,2021-11-01,2022-01-26,86.0,Work,L1,44.0,Male,China,Switzerland,Chengdu_Center,Approved,November
C-100063,2023-09-12,2023-11-27,76.0,Work,L1,75.0,Unknown,Italy,Netherlands,Italy_Main_Center,Approved,September
C-100064,2024-09-09,2024-10-01,22.0,Business,Schengen Business,59.0,Female,Vietnam,Singapore,Vietnam_Main_Center,Approved,September
C-100065,2024-09-02,2024-12-09,98.0,Work,H1B,70.0,Other,Iran,UAE,Iran_Main_Center,Approved,September
C-100066,2022-03-22,2024-02-26,36.0,Business,B1,27.0,Male,Spain,Switzerland,Spain_Main_Center,Pending,March
C-100067,2024-09-11,2025-01-10,121.0,Work,Skilled Worker,51.0,Female,China,Australia,Beijing_Center,Approved,September
C-100068,2023-02-05,2023-02-25,20.0,Business,Unknown,69.0,Other,UK,New Zealand,London_Center,Approved,February
C-100069,2021-08-21,2022-02-22,185.0,Family,Family Reunion,19.0,Other,Japan,UAE,Japan_Main_Center,Approved,August
C-100070,2020-02-03,2020-05-25,112.0,Work,H1B,31.0,Male,Spain,Singapore,Spain_Main_Center,Approved,February
C-100071,2024-07-14,2025-01-21,191.0,Family,Partner Visa,66.0,Other,Thailand,New Zealand,Thailand_Main_Center,Approved,July
C-100072,2023-10-19,2023-11-25,37.0,Tourist,B2,24.0,Other,Turkey,New Zealand,Turkey_Main_Center,Approved,October
C-100073,2020-01-01,2020-01-30,29.0,Business,B1,41.0,Male,Colombia,Switzerland,Colombia_Main_Center,Approved,January
C-100074,2020-02-11,2020-03-22,40.0,Tourist,Visitor Subclass 600,51.0,Other,Peru,France,Peru_Main_Center,Approved,February
C-100075,2020-10-13,2020-11-12,30.0,Tourist,B2,61.0,Female,Russia,Singapore,Unknown,Approved,October
C-100076,2020-06-09,2020-07-07,28.0,Business,B1,25.0,Other,Turkey,New Zealand,Turkey_Main_Center,Approved,June
C-100077,2021-10-24,2021-11-30,37.0,Tourist,B2,58.0,Female,Kenya,UK,Kenya_Main_Center,Approved,October
C-100078,2022-04-26,2022-06-12,47.0,Student,M1,19.0,Other,Vietnam,UAE,Vietnam_Main_Center,Approved,April
C-100079,2021-09-25,2021-11-03,39.0,Student,Unknown,25.0,Other,Kenya,Canada,Kenya_Main_Center,Denied,September
C-100080,2022-06-11,2022-07-26,45.0,Student,M1,24.0,Female,France,New Zealand,France_Main_Center,Approved,June
C-100081,2021-01-26,2021-03-12,45.0,Work,L1,19.0,Other,Turkey,France,Turkey_Main_Center,Approved,January
C-100082,2021-04-24,2021-07-06,73.0,Work,L1,40.0,Female,China,UAE,Chengdu_Center,Approved,April
C-100083,2020-04-01,2020-04-15,14.0,Tourist,Tourist Visa,21.0,Female,Kenya,France,Kenya_Main_Center,Approved,April
C-100084,2021-01-13,2021-02-03,21.0,Business,Business Visitor,39.0,Male,Canada,Germany,Vancouver_Center,Approved,January
C-100085,2021-06-27,2021-08-22,56.0,Tourist,Visitor Subclass 600,39.0,Other,Colombia,New Zealand,Colombia_Main_Center,Denied,June
C-100086,2020-07-19,2020-09-12,55.0,Student,M1,22.0,Male,Iran,Australia,Iran_Main_Center,Approved,July
C-100087,2021-02-05,2021-03-02,25.0,Tourist,B2,22.0,Female,Thailand,Singapore,Thailand_Main_Center,Approved,February
C-100088,2024-11-02,2025-01-17,76.0,Work,Work Permit,44.0,Female,South Korea,Singapore,South Korea_Main_Center,Unknown,November
C-100089,2021-02-18,2021-03-24,34.0,Tourist,Visitor Subclass 600,50.0,Other,Nigeria,Singapore,Nigeria_Main_Center,Approved,February
C-100090,2023-06-30,2023-07-23,23.0,Tourist,Tourist Visa,69.0,Other,Kenya,Netherlands,Kenya_Main_Center,Approved,June
C-100091,2022-11-12,2023-03-09,117.0,Work,Employment Pass,57.0,Other,Bangladesh,UK,Bangladesh_Main_Center,Approved,November
C-100092,2021-10-09,2021-11-08,30.0,Student,Student Tier 4,23.0,Other,Peru,Netherlands,Peru_Main_Center,Denied,October
C-100093,2023-12-09,2024-03-28,110.0,Work,Work Permit,67.0,Male,France,Singapore,France_Main_Center,Approved,December
C-100094,2020-04-08,2020-06-01,54.0,Work,L1,30.0,Unknown,Peru,Netherlands,Peru_Main_Center,Approved,April
C-100095,2024-04-19,2024-07-23,95.0,Work,Work Permit,38.0,Other,Russia,Netherlands,Russia_Main_Center,Approved,April
C-100096,2023-04-14,2023-05-23,39.0,Student,F1,18.0,Other,Philippines,Netherlands,Manila_Center,Approved,April
C-100097,2020-02-09,2020-04-25,76.0,Work,Work Permit,60.0,Female,China,France,Guangzhou_Center,Approved,February
C-100098,2023-07-08,2024-01-08,184.0,Family,IR1,17.0,Other,Vietnam,Japan,Vietnam_Main_Center,Approved,July
C-100099,2024-02-17,2024-03-10,22.0,Tourist,Visitor Subclass 600,69.0,Female,Japan,USA,Japan_Main_Center,Denied,February
C-100100,2024-06-19,2024-08-07,49.0,Student,Student Tier 4,20.0,Male,Vietnam,UAE,Vietnam_Main_Center,Approved,June
C-100101,2024-04-20,2024-05-04,14.0,Tourist,Unknown,69.0,Other,Iran,Singapore,Iran_Main_Center,Approved,April
C-100102,2022-06-06,2022-07-21,45.0,Student,F1,18.0,Female,France,UAE,France_Main_Center,Approved,June
C-100103,2022-12-27,2023-02-12,47.0,Student,F1,19.0,Other,Japan,USA,Japan_Main_Center,Approved,December
C-100104,2022-12-28,2023-01-25,28.0,Tourist,Tourist Visa,37.0,Other,Colombia,Germany,Colombia_Main_Center,Approved,December
C-100105,2023-10-12,2024-02-26,36.0,Business,B1,40.0,Male,UK,Japan,Manchester_Center,Pending,October
C-100106,2024-08-21,2024-11-13,84.0,Work,Employment Pass,20.0,Male,Iran,Germany,Iran_Main_Center,Denied,August
C-100107,2021-10-22,2024-02-26,36.0,Student,Study Permit,30.0,Female,Turkey,Germany,Turkey_Main_Center,Pending,October
C-100108,2021-08-08,2022-10-21,439.0,Work,L1,44.0,Unknown,Bangladesh,Japan,Bangladesh_Main_Center,Denied,August
C-100109,2022-08-07,2022-10-27,81.0,Work,H1B,60.0,Male,Russia,New Zealand,Russia_Main_Center,Denied,August
C-100110,2023-06-08,2023-07-11,33.0,Tourist,B2,39.0,Unknown,Germany,USA,Berlin_Center,Denied,June
C-100111,2021-11-09,2022-01-21,73.0,Student,M1,29.0,Female,Turkey,Canada,Turkey_Main_Center,Approved,November
C-100112,2023-01-24,2023-03-08,43.0,Tourist,Visitor Subclass 600,51.0,Male,UK,UAE,London_Center,Approved,January
C-100113,2023-10-19,2024-02-26,36.0,Tourist,Schengen Tourist,44.0,Female,Brazil,Netherlands,Sao Paulo_Center,Pending,October
C-100114,2021-11-06,2021-12-20,44.0,Student,Study Permit,18.0,Male,Nigeria,Netherlands,Nigeria_Main_Center,Approved,November
C-100115,2021-10-08,2022-05-07,211.0,Family,Partner Visa,83.0,Other,UK,Singapore,Manchester_Center,Approved,October
C-100116,2020-01-20,2020-03-04,44.0,Tourist,Schengen Tourist,68.0,Other,Brazil,UK,Sao Paulo_Center,Approved,January
C-100117,2020-05-12,2020-06-23,42.0,Student,F1,19.0,Male,Iran,France,Iran_Main_Center,Approved,May
C-100118,2023-03-28,2023-05-03,36.0,Student,Study Permit,25.0,Other,Mexico,France,Guadalajara_Center,Approved,March
C-100119,2021-04-29,2021-05-24,25.0,Student,F1,18.0,Female,Japan,Australia,Japan_Main_Center,Approved,April
C-100120,2021-04-14,2021-05-09,25.0,Student,Study Permit,19.0,Other,Mexico,Singapore,Juarez_Center,Approved,April
C-100121,2022-03-28,2022-07-12,106.0,Work,Skilled Worker,55.0,Other,China,Germany,Guangzhou_Center,Denied,March
C-100122,2021-09-24,2021-10-12,18.0,Business,B1,60.0,Other,Canada,Singapore,Vancouver_Center,Approved,September
C-100123,2021-07-16,2021-08-27,42.0,Student,Study Permit,27.0,Male,China,Netherlands,Guangzhou_Center,Approved,July
C-100124,2020-05-04,2020-05-25,21.0,Business,Business Visitor,57.0,Other,Pakistan,France,Pakistan_Main_Center,Approved,May
C-100125,2021-06-22,2021-07-27,35.0,Tourist,Visitor Subclass 600,43.0,Other,Mexico,Singapore,Mexico City_Center,Denied,June
C-100126,2022-06-23,2022-07-27,34.0,Student,M1,20.0,Male,Bangladesh,Germany,Bangladesh_Main_Center,Approved,June
C-100127,2021-04-02,2021-05-05,33.0,Tourist,B2,36.0,Other,Philippines,USA,Cebu_Center,Unknown,April
C-100128,2021-04-11,2021-06-10,60.0,Student,F1,24.0,Female,Egypt,Singapore,Egypt_Main_Center,Denied,April
C-100129,2023-09-24,2023-11-05,42.0,Tourist,Tourist Visa,50.0,Other,Germany,UK,Berlin_Center,Denied,September
C-100130,2024-10-10,2024-11-02,23.0,Student,Student Tier 4,19.0,Female,India,Japan,Chennai_Center,Approved,October
C-100131,2021-11-30,2022-04-13,134.0,Work,H1B,55.0,Unknown,France,UK,France_Main_Center,Approved,November
C-100132,2021-05-20,2021-07-26,67.0,Work,L1,41.0,Male,Germany,Netherlands,Berlin_Center,Denied,May
C-100133,2023-07-03,2023-08-07,35.0,Tourist,B2,62.0,Male,Turkey,Switzerland,Turkey_Main_Center,Denied,July
C-100134,2020-01-16,2020-02-15,30.0,Business,Schengen Business,63.0,Other,Egypt,Japan,Egypt_Main_Center,Approved,January
C-100135,2024-07-27,2024-08-28,32.0,Tourist,Schengen Tourist,54.0,Female,Mexico,France,Guadalajara_Center,Denied,July
C-100136,2024-01-02,2024-03-12,70.0,Work,Work Permit,73.0,Other,Germany,UK,Berlin_Center,Approved,January
C-100137,2022-08-16,2022-09-27,42.0,Tourist,Visitor Subclass 600,73.0,Female,Thailand,Singapore,Thailand_Main_Center,Approved,August
C-100138,2021-09-21,2021-11-03,43.0,Student,Student Tier 4,24.0,Other,Peru,UAE,Peru_Main_Center,Denied,September
C-100139,2022-01-20,2022-02-12,23.0,Tourist,Tourist Visa,35.0,Female,Pakistan,Switzerland,Pakistan_Main_Center,Approved,January
C-100140,2024-11-24,2025-03-03,99.0,Work,Employment Pass,68.0,Other,South Korea,Canada,South Korea_Main_Center,Approved,November
C-100141,2022-02-03,2022-02-23,20.0,Tourist,B2,63.0,Male,Spain,Switzerland,Spain_Main_Center,Approved,February
C-100142,2021-04-17,2021-06-01,45.0,Student,F1,19.0,Female,Brazil,Switzerland,Brasilia_Center,Approved,April
C-100143,2021-10-07,2021-10-27,20.0,Business,Unknown,38.0,Female,India,Japan,Unknown,Approved,October
C-100144,2022-10-02,2023-01-23,113.0,Work,Work Permit,58.0,Other,Bangladesh,UK,Bangladesh_Main_Center,Approved,October
C-100145,2024-05-10,2024-07-07,58.0,Student,F1,25.0,Other,Iran,UAE,Iran_Main_Center,Approved,May
C-100146,2021-12-31,2022-02-18,49.0,Tourist,B2,31.0,Female,South Korea,Singapore,South Korea_Main_Center,Approved,December
C-100147,2024-09-02,2024-09-14,12.0,Tourist,Tourist Visa,34.0,Female,Germany,New Zealand,Berlin_Center,Approved,September
C-100148,2022-10-12,2022-11-14,33.0,Student,Student Tier 4,26.0,Other,UK,USA,Manchester_Center,Approved,October
C-100149,2021-06-13,2024-02-26,36.0,Tourist,Schengen Tourist,57.0,Other,Pakistan,New Zealand,Pakistan_Main_Center,Pending,June
C-100150,2022-12-19,2024-02-26,36.0,Work,Skilled Worker,39.0,Other,Germany,Singapore,Berlin_Center,Pending,December
C-100151,2023-06-28,2023-07-23,25.0,Business,Schengen Business,46.0,Female,France,Canada,France_Main_Center,Approved,June
C-100152,2020-04-04,2020-06-20,77.0,Work,H1B,29.0,Female,Bangladesh,New Zealand,Bangladesh_Main_Center,Approved,April
C-100153,2020-08-21,2020-09-18,28.0,Business,Business Visitor,23.0,Male,Russia,Canada,Russia_Main_Center,Approved,August
C-100154,2020-05-09,2020-06-15,37.0,Tourist,Unknown,47.0,Male,Thailand,Singapore,Thailand_Main_Center,Approved,May
C-100155,2021-11-19,2022-05-04,166.0,Family,CR1,39.0,Male,Peru,Japan,Peru_Main_Center,Approved,November
C-100156,2021-02-22,2021-04-10,47.0,Student,Study Permit,23.0,Female,Russia,New Zealand,Russia_Main_Center,Denied,February
C-100157,2024-03-26,2024-04-10,15.0,Business,B1,74.0,Other,Germany,USA,Berlin_Center,Approved,March
C-100158,2022-10-14,2022-11-27,44.0,Tourist,Visitor Subclass 600,19.0,Female,Bangladesh,UAE,Bangladesh_Main_Center,Approved,October
C-100159,2024-06-07,2024-07-08,31.0,Tourist,Tourist Visa,20.0,Unknown,Russia,New Zealand,Russia_Main_Center,Approved,June
C-100160,2023-11-19,2024-01-02,44.0,Tourist,Tourist Visa,59.0,Female,Kenya,Netherlands,Kenya_Main_Center,Approved,November
C-100161,2022-04-22,2022-08-03,103.0,Work,Work Permit,25.0,Other,Brazil,Switzerland,Sao Paulo_Center,Approved,April
C-100162,2024-10-12,2024-11-11,30.0,Tourist,B2,69.0,Other,Russia,Netherlands,Russia_Main_Center,Denied,October
C-100163,2023-08-18,2023-10-04,47.0,Tourist,Schengen Tourist,67.0,Female,Peru,Australia,Peru_Main_Center,Approved,August
C-100164,2021-06-20,2021-07-31,41.0,Tourist,B2,27.0,Other,Peru,Australia,Peru_Main_Center,Approved,June
C-100165,2021-07-08,2024-02-26,36.0,Student,Study Permit,39.0,Male,Spain,France,Spain_Main_Center,Pending,July
C-100166,2023-07-22,2023-08-26,35.0,Tourist,Visitor Subclass 600,75.0,Male,Germany,France,Frankfurt_Center,Approved,July
C-100167,2022-08-07,2024-02-26,36.0,Work,H1B,47.0,Male,Mexico,Switzerland,Juarez_Center,Pending,August
C-100168,2023-11-05,2023-12-22,47.0,Student,M1,22.0,Male,Canada,UAE,Vancouver_Center,Approved,November
C-100169,2021-03-21,2021-06-22,93.0,Work,L1,37.0,Male,Peru,Canada,Peru_Main_Center,Denied,March
C-100170,2020-10-12,2024-02-26,36.0,Tourist,B2,55.0,Male,Turkey,Australia,Turkey_Main_Center,Pending,October
C-100171,2023-12-22,2024-02-15,55.0,Student,F1,29.0,Male,Thailand,UAE,Thailand_Main_Center,Approved,December
C-100172,2024-03-27,2024-05-21,55.0,Student,Student Tier 4,24.0,Female,Peru,Japan,Peru_Main_Center,Approved,March
C-100173,2022-09-04,2022-10-31,57.0,Diplomatic,Diplomatic Visa,68.0,Male,Peru,New Zealand,Peru_Main_Center,Approved,September
C-100174,2022-10-05,2023-01-12,99.0,Work,H1B,73.0,Male,UK,USA,Manchester_Center,Denied,October
C-100175,2021-01-08,2024-02-26,36.0,Business,Schengen Business,67.0,Other,Iran,USA,Iran_Main_Center,Pending,January
C-100176,2020-03-25,2020-04-27,33.0,Tourist,Schengen Tourist,58.0,Female,Iran,Canada,Iran_Main_Center,Approved,March
C-100177,2022-06-21,2022-07-25,34.0,Tourist,B2,26.0,Male,Egypt,UAE,Egypt_Main_Center,Approved,June
C-100178,2023-12-04,2024-01-02,29.0,Tourist,Visitor Subclass 600,34.0,Other,China,Switzerland,Beijing_Center,Approved,December
C-100179,2022-01-26,2022-02-14,19.0,Tourist,B2,48.0,Male,Colombia,Canada,Colombia_Main_Center,Approved,January
C-100180,2021-09-21,2021-10-15,24.0,Business,B1,24.0,Male,France,UK,France_Main_Center,Approved,September
C-100181,2023-03-06,2023-04-03,28.0,Tourist,Schengen Tourist,64.0,Other,Japan,USA,Japan_Main_Center,Denied,March
C-100182,2024-09-30,2024-12-14,75.0,Work,H1B,50.0,Female,Russia,Germany,Russia_Main_Center,Approved,September
C-100183,2023-09-09,2023-09-27,18.0,Business,B1,63.0,Male,Bangladesh,Switzerland,Bangladesh_Main_Center,Approved,September
C-100184,2020-05-20,2020-07-27,68.0,Work,Unknown,39.0,Other,UK,Japan,Manchester_Center,Approved,May
C-100185,2020-12-03,2021-01-05,33.0,Diplomatic,A1,52.0,Female,Thailand,Japan,Thailand_Main_Center,Approved,December
C-100186,2022-07-12,2022-10-03,83.0,Work,Employment Pass,72.0,Other,Iran,Switzerland,Iran_Main_Center,Approved,July
C-100187,2024-11-15,2025-01-03,49.0,Student,M1,29.0,Male,Philippines,Germany,Cebu_Center,Approved,November
C-100188,2021-05-16,2021-08-15,91.0,Work,Skilled Worker,37.0,Male,Turkey,Japan,Turkey_Main_Center,Approved,May
C-100189,2024-10-31,2024-02-26,36.0,Work,H1B,47.0,Male,Spain,Canada,Spain_Main_Center,Pending,October
C-100190,2024-01-07,2024-02-26,36.0,Student,Study Permit,29.0,Male,India,Germany,Mumbai_Center,Pending,January
C-100191,2020-01-19,2020-06-02,135.0,Work,Employment Pass,34.0,Male,China,UAE,Chengdu_Center,Approved,January
C-100192,2021-05-13,2021-08-13,92.0,Work,Skilled Worker,61.0,Unknown,Iran,USA,Iran_Main_Center,Approved,May
C-100193,2023-05-04,2023-05-25,21.0,Tourist,Visitor Subclass 600,58.0,Male,Mexico,Netherlands,Monterrey_Center,Approved,May
C-100194,2022-12-28,2023-02-04,38.0,Tourist,Visitor Subclass 600,48.0,Female,Peru,UK,Peru_Main_Center,Approved,December
C-100195,2024-05-04,2024-05-28,24.0,Tourist,Visitor Subclass 600,20.0,Male,Germany,Singapore,Berlin_Center,Approved,May
C-100196,2024-10-13,2025-01-06,85.0,Work,Skilled Worker,33.0,Male,Japan,France,Japan_Main_Center,Approved,October
C-100197,2023-02-26,2024-02-26,36.0,Tourist,B2,21.0,Other,India,Singapore,Kolkata_Center,Pending,February
C-100198,2023-04-06,2023-04-25,19.0,Business,B1,41.0,Female,Iran,Canada,Iran_Main_Center,Approved,April
C-100199,2024-05-22,2024-06-29,38.0,Tourist,Tourist Visa,67.0,Other,Japan,New Zealand,Japan_Main_Center,Approved,May
C-100200,2024-10-29,2025-02-19,113.0,Work,L1,48.0,Male,Canada,Germany,Montreal_Center,Approved,October
C-100201,2021-05-14,2021-06-12,29.0,Tourist,Visitor Subclass 600,30.0,Female,UK,Switzerland,London_Center,Unknown,May
C-100202,2021-03-21,2021-06-28,99.0,Work,Employment Pass,59.0,Male,Vietnam,Switzerland,Vietnam_Main_Center,Approved,March
C-100203,2021-08-30,2021-11-23,85.0,Work,Skilled Worker,60.0,Unknown,Kenya,Japan,Kenya_Main_Center,Approved,August
C-100204,2020-02-28,2020-03-17,18.0,Business,B1,59.0,Male,Spain,UAE,Spain_Main_Center,Denied,February
C-100205,2024-02-08,2024-05-24,106.0,Work,Employment Pass,53.0,Female,Russia,France,Russia_Main_Center,Approved,February
C-100206,2022-10-10,2023-03-19,160.0,Family,Family Reunion,84.0,Male,Kenya,Australia,Kenya_Main_Center,Approved,October
C-100207,2022-07-01,2024-02-26,36.0,Student,Study Permit,18.0,Unknown,Spain,Germany,Spain_Main_Center,Pending,July
C-100208,2022-11-09,2022-12-06,27.0,Business,Business Visitor,37.0,Male,Pakistan,UAE,Pakistan_Main_Center,Denied,November
C-100209,2023-09-18,2023-11-08,51.0,Student,M1,25.0,Female,Mexico,UAE,Mexico City_Center,Denied,September
C-100210,2022-07-11,2022-11-11,123.0,Work,Work Permit,39.0,Male,Vietnam,USA,Vietnam_Main_Center,Approved,July
C-100211,2023-08-09,2023-09-20,42.0,Tourist,B2,43.0,Other,South Korea,USA,South Korea_Main_Center,Approved,August
C-100212,2020-07-12,2020-10-16,96.0,Work,L1,62.0,Other,France,UK,France_Main_Center,Approved,July
C-100213,2020-12-16,2021-01-16,31.0,Business,B1,24.0,Male,Peru,Australia,Peru_Main_Center,Approved,December
