Application_Month,Peak_Season,countryAvg,visa_type_Avg,Delay_Status,visa_class_Avg,Processing_Days
11,Off-Peak,64.56770833333333,29.534550195567146,Fast,26.6414686825054,23.0
10,Off-Peak,66.37839937839938,92.99161887957654,Delayed,94.70486111111111,72.0
8,Peak,62.77526273241714,39.43447037701975,Normal,37.76707202993452,36.0
8,Peak,66.25196850393701,171.03977272727272,Severely Delayed,173.78181818181818,185.0
12,Off-Peak,66.30521472392638,171.03977272727272,Severely Delayed,173.78181818181818,199.0
7,Peak,65.37269681742043,29.534550195567146,Normal,26.6414686825054,32.0
7,Peak,67.8239815526518,39.43447037701975,Normal,36.92940038684719,40.0
10,Off-Peak,64.23585657370518,39.43447037701975,Normal,37.76707202993452,35.0
6,Peak,65.37269681742043,39.43447037701975,Fast,40.150870406189554,24.0
11,Off-Peak,64.56770833333333,39.43447037701975,Normal,36.92940038684719,34.0
6,Peak,66.30521472392638,39.43447037701975,Normal,37.76707202993452,49.0
12,Off-Peak,66.37839937839938,39.43447037701975,Normal,37.76707202993452,37.0
9,Off-Peak,63.61986863711002,52.2916392363397,Delayed,51.23287671232877,64.0
8,Peak,66.30521472392638,39.43447037701975,Normal,37.76707202993452,36.0
10,Off-Peak,64.23585657370518,39.43447037701975,Normal,36.92940038684719,33.0
7,Peak,66.25196850393701,52.2916392363397,Normal,53.711934156378604,36.0
8,Peak,66.37839937839938,29.534550195567146,Fast,29.401574803149607,30.0
10,Off-Peak,63.61986863711002,171.03977272727272,Severely Delayed,174.6283783783784,208.0
6,Peak,61.9236276849642,39.43447037701975,Normal,40.150870406189554,36.0
1,Off-Peak,64.56770833333333,92.99161887957654,Severely Delayed,92.83892617449665,134.0
3,Off-Peak,66.37839937839938,39.43447037701975,Fast,42.395198522622344,30.0
4,Off-Peak,66.37839937839938,39.43447037701975,Normal,42.395198522622344,31.0
7,Peak,61.9236276849642,39.43447037701975,Normal,40.150870406189554,33.0
10,Off-Peak,64.23585657370518,39.43447037701975,Normal,37.76707202993452,38.0
6,Peak,62.77526273241714,52.2916392363397,Delayed,53.53501400560224,72.0
9,Off-Peak,66.25196850393701,52.2916392363397,Fast,52.0267229254571,4.0
2,Off-Peak,66.25196850393701,29.534550195567146,Fast,26.6414686825054,11.0
9,Off-Peak,61.9236276849642,171.03977272727272,Normal,171.17021276595744,36.0
10,Off-Peak,62.77526273241714,39.43447037701975,Normal,37.76707202993452,31.0
12,Off-Peak,63.09761549925484,52.2916392363397,Delayed,51.23287671232877,69.0
1,Off-Peak,65.37269681742043,52.2916392363397,Normal,51.23287671232877,37.0
10,Off-Peak,62.77526273241714,92.99161887957654,Normal,92.83892617449665,36.0
2,Off-Peak,62.77526273241714,29.534550195567146,Fast,26.6414686825054,17.0
6,Peak,63.61986863711002,92.99161887957654,Severely Delayed,91.99769585253456,103.0
10,Off-Peak,66.30521472392638,52.2916392363397,Delayed,52.0267229254571,51.0
1,Off-Peak,64.23585657370518,52.2916392363397,Normal,52.0267229254571,36.0
2,Off-Peak,66.30521472392638,29.534550195567146,Fast,32.86150712830957,22.0
6,Peak,66.30521472392638,29.534550195567146,Normal,29.401574803149607,32.0
6,Peak,67.8239815526518,52.2916392363397,Normal,53.711934156378604,36.0
11,Off-Peak,61.9236276849642,92.99161887957654,Delayed,94.74632352941177,86.0
9,Off-Peak,66.25196850393701,92.99161887957654,Delayed,94.74632352941177,76.0
9,Off-Peak,66.30521472392638,29.534550195567146,Fast,26.6414686825054,22.0
9,Off-Peak,67.8239815526518,92.99161887957654,Severely Delayed,91.60069444444444,98.0
3,Off-Peak,61.9236276849642,29.534550195567146,Normal,32.86150712830957,36.0
9,Off-Peak,63.61986863711002,92.99161887957654,Severely Delayed,92.83892617449665,121.0
2,Off-Peak,64.23585657370518,29.534550195567146,Fast,60.958666666666666,20.0
8,Peak,67.8239815526518,171.03977272727272,Severely Delayed,171.17021276595744,185.0
2,Off-Peak,66.30521472392638,92.99161887957654,Severely Delayed,91.60069444444444,112.0
7,Peak,64.23585657370518,171.03977272727272,Severely Delayed,174.6283783783784,191.0
10,Off-Peak,64.23585657370518,39.43447037701975,Normal,36.92940038684719,37.0
1,Off-Peak,61.9236276849642,29.534550195567146,Fast,32.86150712830957,29.0
2,Off-Peak,66.37839937839938,39.43447037701975,Normal,40.150870406189554,40.0
10,Off-Peak,66.30521472392638,39.43447037701975,Fast,36.92940038684719,30.0
6,Peak,64.23585657370518,29.534550195567146,Fast,32.86150712830957,28.0
10,Off-Peak,65.37269681742043,39.43447037701975,Normal,36.92940038684719,37.0
4,Off-Peak,67.8239815526518,52.2916392363397,Normal,53.53501400560224,47.0
9,Off-Peak,64.56770833333333,52.2916392363397,Normal,60.958666666666666,39.0
6,Peak,64.23585657370518,52.2916392363397,Normal,53.53501400560224,45.0
1,Off-Peak,66.37839937839938,92.99161887957654,Normal,94.74632352941177,45.0
4,Off-Peak,67.8239815526518,92.99161887957654,Delayed,94.74632352941177,73.0
4,Off-Peak,66.37839937839938,39.43447037701975,Fast,37.76707202993452,14.0
1,Off-Peak,62.77526273241714,29.534550195567146,Fast,29.401574803149607,21.0
6,Peak,64.23585657370518,39.43447037701975,Delayed,40.150870406189554,56.0
7,Peak,63.61986863711002,52.2916392363397,Delayed,53.53501400560224,55.0
2,Off-Peak,66.30521472392638,39.43447037701975,Fast,36.92940038684719,25.0
11,Off-Peak,66.30521472392638,92.99161887957654,Delayed,94.70486111111111,76.0
2,Off-Peak,66.30521472392638,39.43447037701975,Normal,40.150870406189554,34.0
6,Peak,66.25196850393701,39.43447037701975,Fast,37.76707202993452,23.0
11,Off-Peak,65.37269681742043,92.99161887957654,Severely Delayed,91.99769585253456,117.0
10,Off-Peak,66.25196850393701,52.2916392363397,Fast,52.0267229254571,30.0
12,Off-Peak,66.30521472392638,92.99161887957654,Severely Delayed,94.70486111111111,110.0
4,Off-Peak,66.25196850393701,92.99161887957654,Delayed,94.74632352941177,54.0
4,Off-Peak,66.25196850393701,92.99161887957654,Severely Delayed,94.70486111111111,95.0
4,Off-Peak,66.25196850393701,52.2916392363397,Normal,53.711934156378604,39.0
2,Off-Peak,66.37839937839938,92.99161887957654,Delayed,94.70486111111111,76.0
7,Peak,65.50972104818258,171.03977272727272,Severely Delayed,165.51977401129943,184.0
2,Off-Peak,63.09761549925484,39.43447037701975,Fast,40.150870406189554,22.0
6,Peak,67.8239815526518,52.2916392363397,Normal,52.0267229254571,49.0
4,Off-Peak,66.30521472392638,39.43447037701975,Fast,60.958666666666666,14.0
6,Peak,67.8239815526518,52.2916392363397,Normal,53.711934156378604,45.0
12,Off-Peak,63.09761549925484,52.2916392363397,Normal,53.711934156378604,47.0
12,Off-Peak,62.77526273241714,39.43447037701975,Fast,37.76707202993452,28.0
10,Off-Peak,65.50972104818258,29.534550195567146,Normal,32.86150712830957,36.0
8,Peak,62.77526273241714,92.99161887957654,Delayed,91.99769585253456,84.0
10,Off-Peak,62.77526273241714,52.2916392363397,Normal,51.23287671232877,36.0
8,Peak,65.50972104818258,92.99161887957654,Severely Delayed,94.74632352941177,439.0
8,Peak,64.23585657370518,92.99161887957654,Delayed,91.60069444444444,81.0
6,Peak,63.09761549925484,39.43447037701975,Normal,36.92940038684719,33.0
11,Off-Peak,64.56770833333333,52.2916392363397,Delayed,53.53501400560224,73.0
1,Off-Peak,67.8239815526518,39.43447037701975,Normal,40.150870406189554,43.0
10,Off-Peak,66.25196850393701,39.43447037701975,Normal,42.395198522622344,36.0
11,Off-Peak,66.25196850393701,52.2916392363397,Normal,51.23287671232877,44.0
10,Off-Peak,66.30521472392638,171.03977272727272,Severely Delayed,174.6283783783784,211.0
1,Off-Peak,65.37269681742043,39.43447037701975,Normal,42.395198522622344,44.0
5,Peak,66.37839937839938,52.2916392363397,Normal,53.711934156378604,42.0
3,Off-Peak,66.37839937839938,52.2916392363397,Normal,51.23287671232877,36.0
4,Off-Peak,63.61986863711002,52.2916392363397,Fast,53.711934156378604,25.0
4,Off-Peak,66.30521472392638,52.2916392363397,Fast,51.23287671232877,25.0
3,Off-Peak,62.77526273241714,92.99161887957654,Severely Delayed,92.83892617449665,106.0
9,Off-Peak,66.30521472392638,29.534550195567146,Fast,32.86150712830957,18.0
7,Peak,66.25196850393701,52.2916392363397,Normal,51.23287671232877,42.0
5,Peak,66.37839937839938,29.534550195567146,Fast,29.401574803149607,21.0
6,Peak,66.30521472392638,39.43447037701975,Normal,40.150870406189554,35.0
6,Peak,62.77526273241714,52.2916392363397,Normal,53.53501400560224,34.0
4,Off-Peak,63.09761549925484,39.43447037701975,Normal,36.92940038684719,33.0
4,Off-Peak,66.30521472392638,52.2916392363397,Delayed,53.711934156378604,60.0
9,Off-Peak,65.37269681742043,39.43447037701975,Normal,37.76707202993452,42.0
10,Off-Peak,65.50972104818258,52.2916392363397,Fast,52.0267229254571,23.0
11,Off-Peak,65.37269681742043,92.99161887957654,Severely Delayed,91.60069444444444,134.0
5,Peak,66.25196850393701,92.99161887957654,Delayed,94.74632352941177,67.0
7,Peak,61.9236276849642,39.43447037701975,Normal,36.92940038684719,35.0
1,Off-Peak,65.50972104818258,29.534550195567146,Fast,26.6414686825054,30.0
7,Peak,66.37839937839938,39.43447037701975,Normal,42.395198522622344,32.0
1,Off-Peak,65.37269681742043,92.99161887957654,Delayed,94.70486111111111,70.0
8,Peak,66.30521472392638,39.43447037701975,Normal,40.150870406189554,42.0
9,Off-Peak,67.8239815526518,52.2916392363397,Normal,52.0267229254571,43.0
1,Off-Peak,61.9236276849642,39.43447037701975,Fast,37.76707202993452,23.0
11,Off-Peak,64.56770833333333,92.99161887957654,Severely Delayed,91.99769585253456,99.0
2,Off-Peak,61.9236276849642,39.43447037701975,Fast,36.92940038684719,20.0
4,Off-Peak,61.9236276849642,52.2916392363397,Normal,53.711934156378604,45.0
10,Off-Peak,65.50972104818258,29.534550195567146,Fast,60.958666666666666,20.0
10,Off-Peak,65.37269681742043,92.99161887957654,Severely Delayed,94.70486111111111,113.0
5,Peak,67.8239815526518,52.2916392363397,Delayed,53.711934156378604,58.0
12,Off-Peak,66.30521472392638,39.43447037701975,Normal,36.92940038684719,49.0
9,Off-Peak,64.23585657370518,39.43447037701975,Fast,37.76707202993452,12.0
10,Off-Peak,63.09761549925484,52.2916392363397,Normal,52.0267229254571,33.0
6,Peak,64.23585657370518,39.43447037701975,Normal,42.395198522622344,36.0
12,Off-Peak,66.30521472392638,92.99161887957654,Normal,92.83892617449665,36.0
6,Peak,64.56770833333333,29.534550195567146,Fast,26.6414686825054,25.0
4,Off-Peak,64.23585657370518,92.99161887957654,Delayed,91.60069444444444,77.0
8,Peak,64.56770833333333,29.534550195567146,Fast,29.401574803149607,28.0
5,Peak,66.30521472392638,39.43447037701975,Normal,60.958666666666666,37.0
11,Off-Peak,65.50972104818258,171.03977272727272,Severely Delayed,173.78181818181818,166.0
2,Off-Peak,64.23585657370518,52.2916392363397,Normal,51.23287671232877,47.0
3,Off-Peak,63.09761549925484,29.534550195567146,Fast,32.86150712830957,15.0
10,Off-Peak,67.8239815526518,39.43447037701975,Normal,40.150870406189554,44.0
6,Peak,64.23585657370518,39.43447037701975,Normal,37.76707202993452,31.0
11,Off-Peak,66.25196850393701,39.43447037701975,Normal,37.76707202993452,44.0
4,Off-Peak,61.9236276849642,92.99161887957654,Severely Delayed,94.70486111111111,103.0
10,Off-Peak,66.25196850393701,39.43447037701975,Fast,36.92940038684719,30.0
8,Peak,63.61986863711002,39.43447037701975,Normal,42.395198522622344,47.0
6,Peak,63.61986863711002,39.43447037701975,Normal,36.92940038684719,41.0
7,Peak,66.37839937839938,52.2916392363397,Normal,51.23287671232877,36.0
7,Peak,66.37839937839938,39.43447037701975,Normal,40.150870406189554,35.0
8,Peak,61.9236276849642,92.99161887957654,Normal,91.60069444444444,36.0
11,Off-Peak,67.8239815526518,52.2916392363397,Normal,53.53501400560224,47.0
3,Off-Peak,64.56770833333333,92.99161887957654,Severely Delayed,94.74632352941177,93.0
10,Off-Peak,63.61986863711002,39.43447037701975,Normal,36.92940038684719,36.0
12,Off-Peak,67.8239815526518,52.2916392363397,Delayed,53.711934156378604,55.0
3,Off-Peak,65.50972104818258,52.2916392363397,Delayed,52.0267229254571,55.0
9,Off-Peak,64.23585657370518,72.12162162162163,Delayed,75.72985781990522,57.0
10,Off-Peak,63.09761549925484,92.99161887957654,Severely Delayed,91.60069444444444,99.0
1,Off-Peak,63.09761549925484,29.534550195567146,Normal,26.6414686825054,36.0
3,Off-Peak,64.56770833333333,39.43447037701975,Normal,42.395198522622344,33.0
6,Peak,67.8239815526518,39.43447037701975,Normal,36.92940038684719,34.0
12,Off-Peak,61.9236276849642,39.43447037701975,Fast,40.150870406189554,29.0
1,Off-Peak,64.56770833333333,39.43447037701975,Fast,36.92940038684719,19.0
9,Off-Peak,65.37269681742043,29.534550195567146,Fast,32.86150712830957,24.0
3,Off-Peak,63.09761549925484,39.43447037701975,Fast,42.395198522622344,28.0
9,Off-Peak,62.77526273241714,92.99161887957654,Delayed,91.60069444444444,75.0
9,Off-Peak,61.9236276849642,29.534550195567146,Fast,32.86150712830957,18.0
5,Peak,65.50972104818258,92.99161887957654,Delayed,60.958666666666666,68.0
12,Off-Peak,65.50972104818258,72.12162162162163,Normal,69.63981042654028,33.0
7,Peak,61.9236276849642,92.99161887957654,Delayed,91.99769585253456,83.0
11,Off-Peak,62.77526273241714,52.2916392363397,Normal,53.53501400560224,49.0
5,Peak,65.50972104818258,92.99161887957654,Severely Delayed,92.83892617449665,91.0
10,Off-Peak,64.56770833333333,92.99161887957654,Normal,91.60069444444444,36.0
1,Off-Peak,62.77526273241714,52.2916392363397,Normal,51.23287671232877,36.0
1,Off-Peak,67.8239815526518,92.99161887957654,Severely Delayed,91.99769585253456,135.0
5,Peak,63.09761549925484,92.99161887957654,Severely Delayed,92.83892617449665,92.0
5,Peak,66.25196850393701,39.43447037701975,Fast,40.150870406189554,21.0
12,Off-Peak,65.37269681742043,39.43447037701975,Normal,40.150870406189554,38.0
5,Peak,66.30521472392638,39.43447037701975,Fast,40.150870406189554,24.0
10,Off-Peak,66.37839937839938,92.99161887957654,Delayed,92.83892617449665,85.0
2,Off-Peak,66.30521472392638,39.43447037701975,Normal,36.92940038684719,36.0
4,Off-Peak,64.56770833333333,29.534550195567146,Fast,32.86150712830957,19.0
5,Peak,64.23585657370518,39.43447037701975,Normal,37.76707202993452,38.0
10,Off-Peak,62.77526273241714,92.99161887957654,Severely Delayed,94.74632352941177,113.0
5,Peak,61.9236276849642,39.43447037701975,Fast,40.150870406189554,29.0
3,Off-Peak,61.9236276849642,92.99161887957654,Severely Delayed,91.99769585253456,99.0
8,Peak,65.50972104818258,92.99161887957654,Delayed,92.83892617449665,85.0
2,Off-Peak,67.8239815526518,29.534550195567146,Fast,32.86150712830957,18.0
2,Off-Peak,66.37839937839938,92.99161887957654,Severely Delayed,91.99769585253456,106.0
10,Off-Peak,63.61986863711002,171.03977272727272,Severely Delayed,171.17021276595744,160.0
7,Peak,62.77526273241714,52.2916392363397,Normal,51.23287671232877,36.0
11,Off-Peak,67.8239815526518,29.534550195567146,Fast,29.401574803149607,27.0
9,Off-Peak,67.8239815526518,52.2916392363397,Delayed,53.53501400560224,51.0
7,Peak,63.09761549925484,92.99161887957654,Severely Delayed,94.70486111111111,123.0
8,Peak,63.09761549925484,39.43447037701975,Normal,36.92940038684719,42.0
7,Peak,65.37269681742043,92.99161887957654,Severely Delayed,94.74632352941177,96.0
12,Off-Peak,63.61986863711002,29.534550195567146,Normal,32.86150712830957,31.0
12,Off-Peak,67.8239815526518,29.534550195567146,Fast,29.401574803149607,25.0
9,Off-Peak,64.23585657370518,29.534550195567146,Fast,32.86150712830957,17.0
11,Off-Peak,65.37269681742043,39.43447037701975,Normal,37.76707202993452,41.0
5,Peak,61.9236276849642,92.99161887957654,Severely Delayed,94.70486111111111,97.0
4,Off-Peak,64.23585657370518,39.43447037701975,Normal,40.150870406189554,36.0
8,Peak,66.37839937839938,92.99161887957654,Delayed,94.70486111111111,76.0
7,Peak,65.37269681742043,52.2916392363397,Normal,53.711934156378604,41.0
11,Off-Peak,64.56770833333333,39.43447037701975,Normal,36.92940038684719,36.0
5,Peak,61.9236276849642,92.99161887957654,Delayed,92.83892617449665,87.0
8,Peak,65.50972104818258,72.12162162162163,Delayed,69.63981042654028,58.0
12,Off-Peak,63.61986863711002,39.43447037701975,Normal,37.76707202993452,37.0
5,Peak,63.09761549925484,29.534550195567146,Fast,32.86150712830957,23.0
11,Off-Peak,63.61986863711002,29.534550195567146,Normal,29.401574803149607,36.0
9,Off-Peak,67.8239815526518,39.43447037701975,Normal,42.395198522622344,36.0
2,Off-Peak,66.25196850393701,92.99161887957654,Delayed,94.74632352941177,67.0
1,Off-Peak,63.61986863711002,52.2916392363397,Normal,52.0267229254571,49.0
7,Peak,65.50972104818258,52.2916392363397,Normal,53.711934156378604,36.0
8,Peak,64.23585657370518,39.43447037701975,Normal,40.150870406189554,37.0
8,Peak,62.77526273241714,39.43447037701975,Normal,37.76707202993452,36.0
4,Off-Peak,67.8239815526518,72.12162162162163,Delayed,75.72985781990522,58.0
2,Off-Peak,66.25196850393701,39.43447037701975,Normal,42.395198522622344,42.0
8,Peak,66.25196850393701,52.2916392363397,Normal,53.53501400560224,43.0
12,Off-Peak,64.56770833333333,92.99161887957654,Normal,94.74632352941177,36.0
4,Off-Peak,66.37839937839938,92.99161887957654,Severely Delayed,92.83892617449665,145.0
5,Peak,62.77526273241714,29.534550195567146,Fast,32.86150712830957,9.0
6,Peak,67.8239815526518,72.12162162162163,Delayed,75.72985781990522,82.0
4,Off-Peak,64.23585657370518,39.43447037701975,Normal,36.92940038684719,31.0
8,Peak,64.23585657370518,39.43447037701975,Normal,37.76707202993452,43.0
1,Off-Peak,66.25196850393701,63.90344827586207,Delayed,64.32876712328768,66.0
1,Off-Peak,61.9236276849642,39.43447037701975,Normal,42.395198522622344,44.0
5,Peak,62.77526273241714,39.43447037701975,Fast,37.76707202993452,26.0
10,Off-Peak,61.9236276849642,29.534550195567146,Fast,26.6414686825054,19.0
2,Off-Peak,66.37839937839938,39.43447037701975,Normal,37.76707202993452,36.0
1,Off-Peak,66.30521472392638,29.534550195567146,Fast,29.401574803149607,24.0
8,Peak,64.56770833333333,92.99161887957654,Severely Delayed,60.958666666666666,102.0
11,Off-Peak,66.37839937839938,52.2916392363397,Delayed,53.711934156378604,64.0
8,Peak,67.8239815526518,29.534550195567146,Fast,26.6414686825054,17.0
6,Peak,62.77526273241714,92.99161887957654,Normal,91.60069444444444,36.0
11,Off-Peak,63.61986863711002,39.43447037701975,Fast,60.958666666666666,30.0
12,Off-Peak,66.25196850393701,39.43447037701975,Normal,40.150870406189554,50.0
12,Off-Peak,66.30521472392638,92.99161887957654,Delayed,92.83892617449665,88.0
5,Peak,66.25196850393701,92.99161887957654,Severely Delayed,94.74632352941177,112.0
3,Off-Peak,67.8239815526518,52.2916392363397,Delayed,53.711934156378604,53.0
5,Peak,64.23585657370518,92.99161887957654,Severely Delayed,92.83892617449665,127.0
11,Off-Peak,65.50972104818258,92.99161887957654,Severely Delayed,91.60069444444444,121.0
2,Off-Peak,67.8239815526518,39.43447037701975,Normal,42.395198522622344,33.0
5,Peak,66.25196850393701,39.43447037701975,Fast,42.395198522622344,21.0
8,Peak,62.77526273241714,39.43447037701975,Normal,37.76707202993452,36.0
4,Off-Peak,63.61986863711002,29.534550195567146,Fast,29.401574803149607,20.0
6,Peak,65.50972104818258,171.03977272727272,Severely Delayed,174.6283783783784,152.0
5,Peak,66.25196850393701,52.2916392363397,Normal,53.53501400560224,49.0
12,Off-Peak,63.09761549925484,39.43447037701975,Normal,42.395198522622344,44.0
3,Off-Peak,65.50972104818258,92.99161887957654,Delayed,60.958666666666666,84.0
6,Peak,61.9236276849642,92.99161887957654,Delayed,94.70486111111111,83.0
9,Off-Peak,65.37269681742043,92.99161887957654,Severely Delayed,94.74632352941177,108.0
10,Off-Peak,67.8239815526518,52.2916392363397,Normal,53.53501400560224,36.0
4,Off-Peak,66.37839937839938,92.99161887957654,Delayed,92.83892617449665,80.0
7,Peak,66.37839937839938,52.2916392363397,Delayed,53.711934156378604,68.0
10,Off-Peak,67.8239815526518,92.99161887957654,Severely Delayed,92.83892617449665,97.0
9,Off-Peak,66.37839937839938,39.43447037701975,Fast,42.395198522622344,28.0
4,Off-Peak,66.30521472392638,29.534550195567146,Fast,29.401574803149607,18.0
4,Off-Peak,64.23585657370518,52.2916392363397,Normal,53.53501400560224,41.0
6,Peak,63.09761549925484,52.2916392363397,Normal,53.711934156378604,42.0
11,Off-Peak,65.50972104818258,52.2916392363397,Delayed,51.23287671232877,52.0
2,Off-Peak,64.23585657370518,39.43447037701975,Normal,60.958666666666666,37.0
11,Off-Peak,62.77526273241714,52.2916392363397,Delayed,53.53501400560224,76.0
7,Peak,63.09761549925484,39.43447037701975,Normal,36.92940038684719,36.0
5,Peak,63.09761549925484,39.43447037701975,Fast,40.150870406189554,9.0
5,Peak,67.8239815526518,29.534550195567146,Fast,29.401574803149607,19.0
3,Off-Peak,66.30521472392638,92.99161887957654,Delayed,94.74632352941177,87.0
8,Peak,62.77526273241714,52.2916392363397,Delayed,51.23287671232877,68.0
6,Peak,66.25196850393701,29.534550195567146,Normal,26.6414686825054,31.0
9,Off-Peak,65.37269681742043,39.43447037701975,Fast,42.395198522622344,30.0
3,Off-Peak,64.23585657370518,52.2916392363397,Normal,51.23287671232877,44.0
4,Off-Peak,67.8239815526518,52.2916392363397,Normal,51.23287671232877,49.0
12,Off-Peak,66.37839937839938,92.99161887957654,Severely Delayed,94.74632352941177,102.0
12,Off-Peak,64.56770833333333,39.43447037701975,Normal,40.150870406189554,43.0
1,Off-Peak,65.37269681742043,39.43447037701975,Normal,40.150870406189554,36.0
10,Off-Peak,66.37839937839938,29.534550195567146,Fast,29.401574803149607,23.0
12,Off-Peak,63.09761549925484,39.43447037701975,Normal,37.76707202993452,33.0
11,Off-Peak,63.61986863711002,29.534550195567146,Fast,32.86150712830957,18.0
9,Off-Peak,66.30521472392638,39.43447037701975,Normal,36.92940038684719,33.0
1,Off-Peak,63.61986863711002,29.534550195567146,Fast,32.86150712830957,21.0
10,Off-Peak,62.77526273241714,39.43447037701975,Fast,42.395198522622344,23.0
12,Off-Peak,64.23585657370518,39.43447037701975,Normal,36.92940038684719,41.0
11,Off-Peak,65.50972104818258,92.99161887957654,Normal,92.83892617449665,36.0
11,Off-Peak,64.56770833333333,171.03977272727272,Severely Delayed,173.78181818181818,252.0
4,Off-Peak,63.09761549925484,92.99161887957654,Delayed,94.70486111111111,69.0
10,Off-Peak,65.50972104818258,92.99161887957654,Normal,91.99769585253456,36.0
12,Off-Peak,66.25196850393701,52.2916392363397,Normal,53.53501400560224,38.0
9,Off-Peak,64.23585657370518,52.2916392363397,Delayed,51.23287671232877,51.0
9,Off-Peak,63.09761549925484,39.43447037701975,Normal,37.76707202993452,36.0
12,Off-Peak,67.8239815526518,63.90344827586207,Normal,64.32876712328768,34.0
2,Off-Peak,63.61986863711002,39.43447037701975,Fast,40.150870406189554,17.0
1,Off-Peak,62.77526273241714,52.2916392363397,Delayed,53.53501400560224,63.0
8,Peak,67.8239815526518,92.99161887957654,Severely Delayed,91.60069444444444,123.0
2,Off-Peak,61.9236276849642,92.99161887957654,Delayed,91.99769585253456,87.0
11,Off-Peak,67.8239815526518,29.534550195567146,Fast,60.958666666666666,21.0
2,Off-Peak,61.9236276849642,52.2916392363397,Normal,51.23287671232877,36.0
9,Off-Peak,65.37269681742043,39.43447037701975,Normal,42.395198522622344,36.0
5,Peak,66.37839937839938,52.2916392363397,Normal,53.711934156378604,38.0
9,Off-Peak,67.8239815526518,52.2916392363397,Delayed,51.23287671232877,54.0
12,Off-Peak,61.9236276849642,52.2916392363397,Delayed,53.711934156378604,54.0
10,Off-Peak,65.37269681742043,52.2916392363397,Normal,53.53501400560224,37.0
10,Off-Peak,63.61986863711002,52.2916392363397,Delayed,52.0267229254571,52.0
3,Off-Peak,66.30521472392638,92.99161887957654,Severely Delayed,94.70486111111111,96.0
9,Off-Peak,62.77526273241714,92.99161887957654,Severely Delayed,94.70486111111111,106.0
2,Off-Peak,64.56770833333333,92.99161887957654,Delayed,91.99769585253456,78.0
8,Peak,64.23585657370518,52.2916392363397,Fast,53.53501400560224,28.0
10,Off-Peak,66.25196850393701,92.99161887957654,Severely Delayed,94.70486111111111,99.0
2,Off-Peak,64.23585657370518,29.534550195567146,Fast,29.401574803149607,24.0
10,Off-Peak,66.37839937839938,92.99161887957654,Severely Delayed,91.99769585253456,115.0
8,Peak,63.61986863711002,171.03977272727272,Severely Delayed,171.17021276595744,187.0
3,Off-Peak,63.09761549925484,92.99161887957654,Delayed,91.99769585253456,72.0
11,Off-Peak,63.61986863711002,92.99161887957654,Normal,91.99769585253456,36.0
8,Peak,64.23585657370518,171.03977272727272,Severely Delayed,171.17021276595744,200.0
10,Off-Peak,64.56770833333333,92.99161887957654,Severely Delayed,92.83892617449665,95.0
5,Peak,62.77526273241714,39.43447037701975,Normal,37.76707202993452,36.0
4,Off-Peak,62.77526273241714,52.2916392363397,Normal,53.711934156378604,31.0
3,Off-Peak,66.25196850393701,52.2916392363397,Fast,51.23287671232877,13.0
9,Off-Peak,67.8239815526518,39.43447037701975,Fast,37.76707202993452,23.0
4,Off-Peak,66.30521472392638,29.534550195567146,Fast,26.6414686825054,19.0
11,Off-Peak,64.56770833333333,39.43447037701975,Normal,40.150870406189554,45.0
6,Peak,63.61986863711002,92.99161887957654,Severely Delayed,94.74632352941177,119.0
11,Off-Peak,65.50972104818258,39.43447037701975,Normal,37.76707202993452,41.0
